,ilkid,firstname,lastname,leag_rg,gp_rg,minutes_rg,pts_rg,oreb_rg,dreb_rg,reb_rg,asts_rg,stl_rg,blk_rg,turnover_rg,pf_rg,fga_rg,fgm_rg,fta_rg,ftm_rg,tpa_rg,tpm_rg,leag_po,gp_po,minutes_po,pts_po,dreb_po,oreb_po,reb_po,asts_po,stl_po,blk_po,turnover_po,pf_po,fga_po,fgm_po,fta_po,ftm_po,tpa_po,tpm_po,position,firstseason,lastseason,weight,college,age,retirement_age,start_age,career_span,height,leag,firstyear,lastyear,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,tpa,tpm
1469,HASTISC01,Scott,Hastings,N,578.0,5985.0,1647.0,424.0,863.0,1287.0,284.0,159.0,153.0,325.0,1037.0,1323.0,584.0,556.0,451.0,96.0,28.0,N,44.0,256.0,77.0,32.0,15.0,47.0,9.0,8.0,3.0,13.0,51.0,50.0,28.0,25.0,18.0,12.0,3.0,F,1982.0,1992.0,235.0,Arkansas,61.0,32.0,22.0,10.0,82.0,,,,,,,,,,,,,,,,,,,
1470,HASTOKI01,Kirk,Haston,N,27.0,134.0,32.0,1.0,26.0,27.0,8.0,0.0,6.0,10.0,19.0,56.0,13.0,12.0,6.0,6.0,0.0,N,2.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,F,2001.0,2002.0,242.0,Indiana,42.0,23.0,22.0,1.0,81.0,,,,,,,,,,,,,,,,,,,
1471,HATTOVE01,Vern,Hatton,N,225.0,3666.0,1244.0,0.0,0.0,531.0,310.0,0.0,0.0,0.0,294.0,1409.0,485.0,373.0,274.0,0.0,0.0,N,6.0,17.0,9.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,13.0,4.0,3.0,1.0,0.0,0.0,G,1958.0,1961.0,195.0,Kentucky,85.0,25.0,22.0,3.0,75.0,,,,,,,,,,,,,,,,,,,
1472,HAVLIJO01,John,Havlicek,N,1270.0,46471.0,26395.0,610.0,1389.0,8007.0,6114.0,476.0,117.0,204.0,3281.0,23930.0,10513.0,6589.0,5369.0,0.0,0.0,N,172.0,6860.0,3776.0,0.0,0.0,1186.0,825.0,0.0,0.0,0.0,527.0,3329.0,1451.0,1046.0,874.0,0.0,0.0,F,1962.0,1977.0,203.0,Ohio State,81.0,37.0,22.0,15.0,77.0,N,1965.0,1977.0,13.0,303.0,179.0,0.0,0.0,46.0,34.0,0.0,0.0,0.0,0.0,154.0,74.0,41.0,0.0,0.0
1473,HAWESST01,Steve,Hawes,N,688.0,15831.0,5768.0,1232.0,3040.0,4272.0,1288.0,518.0,314.0,821.0,1886.0,4836.0,2337.0,1367.0,1080.0,47.0,14.0,N,32.0,712.0,235.0,41.0,25.0,175.0,71.0,20.0,6.0,13.0,86.0,207.0,96.0,51.0,42.0,2.0,1.0,C,1974.0,1983.0,220.0,Washington,71.0,33.0,24.0,9.0,81.0,,,,,,,,,,,,,,,,,,,
1474,HAWKICO01,Connie,Hawkins,A,117.0,4998.0,3295.0,0.0,0.0,1479.0,504.0,0.0,0.0,355.0,414.0,2194.0,1131.0,1343.0,1028.0,31.0,5.0,A,21.0,936.0,589.0,0.0,0.0,258.0,91.0,0.0,0.0,0.0,83.0,416.0,210.0,239.0,169.0,0.0,0.0,F,1967.0,1975.0,210.0,Iowa,79.0,33.0,25.0,8.0,80.0,A,1967.0,1967.0,1.0,26.0,7.0,5.0,4.0,9.0,2.0,0.0,0.0,0.0,3.0,6.0,3.0,3.0,0.0,0.0
1475,HAWKICO01,Connie,Hawkins,A,117.0,4998.0,3295.0,0.0,0.0,1479.0,504.0,0.0,0.0,355.0,414.0,2194.0,1131.0,1343.0,1028.0,31.0,5.0,A,21.0,936.0,589.0,0.0,0.0,258.0,91.0,0.0,0.0,0.0,83.0,416.0,210.0,239.0,169.0,0.0,0.0,F,1967.0,1975.0,210.0,Iowa,79.0,33.0,25.0,8.0,80.0,N,1969.0,1972.0,4.0,45.0,25.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,16.0,8.0,10.0,0.0,0.0
1476,HAWKICO01,Connie,Hawkins,A,117.0,4998.0,3295.0,0.0,0.0,1479.0,504.0,0.0,0.0,355.0,414.0,2194.0,1131.0,1343.0,1028.0,31.0,5.0,N,12.0,500.0,232.0,0.0,0.0,137.0,57.0,0.0,0.0,0.0,35.0,210.0,83.0,81.0,66.0,0.0,0.0,F,1967.0,1975.0,210.0,Iowa,79.0,33.0,25.0,8.0,80.0,A,1967.0,1967.0,1.0,26.0,7.0,5.0,4.0,9.0,2.0,0.0,0.0,0.0,3.0,6.0,3.0,3.0,0.0,0.0
1477,HAWKICO01,Connie,Hawkins,A,117.0,4998.0,3295.0,0.0,0.0,1479.0,504.0,0.0,0.0,355.0,414.0,2194.0,1131.0,1343.0,1028.0,31.0,5.0,N,12.0,500.0,232.0,0.0,0.0,137.0,57.0,0.0,0.0,0.0,35.0,210.0,83.0,81.0,66.0,0.0,0.0,F,1967.0,1975.0,210.0,Iowa,79.0,33.0,25.0,8.0,80.0,N,1969.0,1972.0,4.0,45.0,25.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,16.0,8.0,10.0,0.0,0.0
1478,HAWKICO01,Connie,Hawkins,N,499.0,17234.0,8233.0,332.0,876.0,3971.0,2052.0,244.0,150.0,0.0,1459.0,6453.0,3013.0,2811.0,2207.0,0.0,0.0,A,21.0,936.0,589.0,0.0,0.0,258.0,91.0,0.0,0.0,0.0,83.0,416.0,210.0,239.0,169.0,0.0,0.0,F,1967.0,1975.0,210.0,Iowa,79.0,33.0,25.0,8.0,80.0,A,1967.0,1967.0,1.0,26.0,7.0,5.0,4.0,9.0,2.0,0.0,0.0,0.0,3.0,6.0,3.0,3.0,0.0,0.0
1479,HAWKICO01,Connie,Hawkins,N,499.0,17234.0,8233.0,332.0,876.0,3971.0,2052.0,244.0,150.0,0.0,1459.0,6453.0,3013.0,2811.0,2207.0,0.0,0.0,A,21.0,936.0,589.0,0.0,0.0,258.0,91.0,0.0,0.0,0.0,83.0,416.0,210.0,239.0,169.0,0.0,0.0,F,1967.0,1975.0,210.0,Iowa,79.0,33.0,25.0,8.0,80.0,N,1969.0,1972.0,4.0,45.0,25.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,16.0,8.0,10.0,0.0,0.0
1480,HAWKICO01,Connie,Hawkins,N,499.0,17234.0,8233.0,332.0,876.0,3971.0,2052.0,244.0,150.0,0.0,1459.0,6453.0,3013.0,2811.0,2207.0,0.0,0.0,N,12.0,500.0,232.0,0.0,0.0,137.0,57.0,0.0,0.0,0.0,35.0,210.0,83.0,81.0,66.0,0.0,0.0,F,1967.0,1975.0,210.0,Iowa,79.0,33.0,25.0,8.0,80.0,A,1967.0,1967.0,1.0,26.0,7.0,5.0,4.0,9.0,2.0,0.0,0.0,0.0,3.0,6.0,3.0,3.0,0.0,0.0
1481,HAWKICO01,Connie,Hawkins,N,499.0,17234.0,8233.0,332.0,876.0,3971.0,2052.0,244.0,150.0,0.0,1459.0,6453.0,3013.0,2811.0,2207.0,0.0,0.0,N,12.0,500.0,232.0,0.0,0.0,137.0,57.0,0.0,0.0,0.0,35.0,210.0,83.0,81.0,66.0,0.0,0.0,F,1967.0,1975.0,210.0,Iowa,79.0,33.0,25.0,8.0,80.0,N,1969.0,1972.0,4.0,45.0,25.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,16.0,8.0,10.0,0.0,0.0
1482,HAWKIHE01,Hersey,Hawkins,N,983.0,32038.0,14468.0,825.0,2729.0,3554.0,2860.0,1622.0,302.0,1828.0,2044.0,10612.0,4889.0,3983.0,3464.0,3108.0,1226.0,N,74.0,2529.0,1043.0,212.0,74.0,286.0,195.0,119.0,29.0,122.0,188.0,716.0,326.0,322.0,292.0,250.0,99.0,G,1988.0,2000.0,190.0,Bradley,55.0,34.0,22.0,12.0,75.0,N,1990.0,1990.0,1.0,14.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0
1483,HAWKIJU01,Juaquin,Hawkins,N,58.0,685.0,134.0,16.0,62.0,78.0,47.0,29.0,6.0,29.0,57.0,148.0,57.0,20.0,10.0,24.0,10.0,,,,,,,,,,,,,,,,,,,F,2002.0,2002.0,205.0,Long Beach State,48.0,29.0,29.0,0.0,79.0,,,,,,,,,,,,,,,,,,,
1484,HAWKIMA01,Marshall,Hawkins,N,39.0,0.0,152.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,87.0,195.0,55.0,61.0,42.0,0.0,0.0,N,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,F,1949.0,1949.0,205.0,Tennessee,97.0,25.0,25.0,0.0,75.0,,,,,,,,,,,,,,,,,,,
1485,HAWKIMI01,Michael,Hawkins,N,75.0,641.0,132.0,21.0,47.0,68.0,117.0,21.0,2.0,50.0,69.0,130.0,49.0,20.0,16.0,59.0,18.0,N,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,G,1996.0,2000.0,178.0,Xavier (OH),49.0,28.0,24.0,4.0,72.0,,,,,,,,,,,,,,,,,,,
1486,HAWKIRO01,Robert,Hawkins,N,103.0,2005.0,1313.0,107.0,133.0,240.0,150.0,114.0,47.0,45.0,252.0,1179.0,534.0,348.0,245.0,0.0,0.0,,,,,,,,,,,,,,,,,,,G,1975.0,1978.0,190.0,Illinois State,67.0,24.0,21.0,3.0,76.0,,,,,,,,,,,,,,,,,,,
1487,HAWKITO01,Tom,Hawkins,N,764.0,18465.0,6672.0,0.0,0.0,4607.0,871.0,0.0,0.0,0.0,2214.0,6171.0,2761.0,2016.0,1150.0,0.0,0.0,N,96.0,2096.0,767.0,0.0,0.0,537.0,106.0,0.0,0.0,0.0,310.0,677.0,311.0,235.0,145.0,0.0,0.0,F,1959.0,1968.0,210.0,Notre Dame,84.0,31.0,22.0,9.0,77.0,,,,,,,,,,,,,,,,,,,
1488,HAWTHNA01,Nate,Hawthorne,N,162.0,1991.0,882.0,136.0,197.0,333.0,108.0,72.0,42.0,0.0,274.0,803.0,338.0,312.0,206.0,0.0,0.0,N,18.0,95.0,32.0,0.0,0.0,18.0,6.0,0.0,0.0,0.0,20.0,33.0,10.0,16.0,12.0,0.0,0.0,G,1973.0,1975.0,190.0,Southern Illinois,71.0,25.0,23.0,2.0,76.0,,,,,,,,,,,,,,,,,,,
1489,HAYESEL01,Elvin,Hayes,N,1303.0,50000.0,27313.0,2778.0,6973.0,16279.0,2398.0,864.0,1771.0,1358.0,4193.0,24272.0,10976.0,7999.0,5356.0,34.0,5.0,N,96.0,4160.0,2194.0,35.0,17.0,1244.0,185.0,51.0,118.0,10.0,378.0,1901.0,883.0,656.0,428.0,0.0,0.0,F,1968.0,1983.0,235.0,Houston,75.0,37.0,22.0,15.0,81.0,N,1968.0,1979.0,12.0,264.0,119.0,0.0,0.0,92.0,17.0,0.0,0.0,0.0,0.0,129.0,52.0,34.0,0.0,0.0
1490,HAYESJA01,Jarvis,Hayes,N,124.0,3604.0,1226.0,112.0,379.0,491.0,196.0,120.0,20.0,172.0,264.0,1226.0,484.0,216.0,176.0,255.0,82.0,,,,,,,,,,,,,,,,,,,G,2003.0,2004.0,220.0,Georgia,40.0,23.0,22.0,1.0,79.0,,,,,,,,,,,,,,,,,,,
1491,HAYESJI01,Jim,Hayes,A,47.0,494.0,144.0,0.0,0.0,45.0,47.0,0.0,0.0,0.0,73.0,109.0,46.0,67.0,52.0,0.0,0.0,,,,,,,,,,,,,,,,,,,G,1970.0,1970.0,200.0,Boston University,73.0,22.0,22.0,0.0,75.0,,,,,,,,,,,,,,,,,,,
1492,HAYESST01,Steve,Hayes,N,212.0,2296.0,545.0,203.0,323.0,526.0,85.0,32.0,102.0,99.0,438.0,483.0,233.0,158.0,79.0,1.0,0.0,N,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,C,1981.0,1985.0,205.0,Idaho State,66.0,30.0,26.0,4.0,84.0,,,,,,,,,,,,,,,,,,,
1493,HAYWOBR01,Brendan,Haywood,N,288.0,6544.0,1990.0,620.0,957.0,1577.0,158.0,137.0,424.0,291.0,755.0,1375.0,721.0,900.0,548.0,1.0,0.0,N,10.0,296.0,106.0,41.0,36.0,77.0,10.0,14.0,20.0,10.0,40.0,72.0,39.0,44.0,28.0,0.0,0.0,C,2001.0,2004.0,268.0,North Carolina,42.0,25.0,22.0,3.0,84.0,,,,,,,,,,,,,,,,,,,
1494,HAYWOSP01,Spencer,Haywood,A,84.0,3808.0,2519.0,0.0,0.0,1637.0,190.0,0.0,0.0,0.0,221.0,1998.0,986.0,705.0,547.0,11.0,0.0,A,12.0,568.0,439.0,0.0,0.0,237.0,39.0,0.0,0.0,0.0,31.0,362.0,185.0,83.0,69.0,0.0,0.0,F,1969.0,1982.0,225.0,Detroit,72.0,33.0,20.0,13.0,80.0,A,1969.0,1969.0,1.0,39.0,23.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,4.0,19.0,10.0,4.0,0.0,0.0
1495,HAYWOSP01,Spencer,Haywood,A,84.0,3808.0,2519.0,0.0,0.0,1637.0,190.0,0.0,0.0,0.0,221.0,1998.0,986.0,705.0,547.0,11.0,0.0,A,12.0,568.0,439.0,0.0,0.0,237.0,39.0,0.0,0.0,0.0,31.0,362.0,185.0,83.0,69.0,0.0,0.0,F,1969.0,1982.0,225.0,Detroit,72.0,33.0,20.0,13.0,80.0,N,1971.0,1974.0,4.0,97.0,48.0,0.0,0.0,31.0,6.0,0.0,0.0,0.0,0.0,46.0,20.0,9.0,0.0,0.0
1496,HAYWOSP01,Spencer,Haywood,A,84.0,3808.0,2519.0,0.0,0.0,1637.0,190.0,0.0,0.0,0.0,221.0,1998.0,986.0,705.0,547.0,11.0,0.0,N,33.0,890.0,441.0,35.0,30.0,188.0,41.0,6.0,25.0,35.0,98.0,384.0,172.0,123.0,97.0,1.0,0.0,F,1969.0,1982.0,225.0,Detroit,72.0,33.0,20.0,13.0,80.0,A,1969.0,1969.0,1.0,39.0,23.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,4.0,19.0,10.0,4.0,0.0,0.0
1497,HAYWOSP01,Spencer,Haywood,A,84.0,3808.0,2519.0,0.0,0.0,1637.0,190.0,0.0,0.0,0.0,221.0,1998.0,986.0,705.0,547.0,11.0,0.0,N,33.0,890.0,441.0,35.0,30.0,188.0,41.0,6.0,25.0,35.0,98.0,384.0,172.0,123.0,97.0,1.0,0.0,F,1969.0,1982.0,225.0,Detroit,72.0,33.0,20.0,13.0,80.0,N,1971.0,1974.0,4.0,97.0,48.0,0.0,0.0,31.0,6.0,0.0,0.0,0.0,0.0,46.0,20.0,9.0,0.0,0.0
1498,HAYWOSP01,Spencer,Haywood,N,760.0,25600.0,14592.0,1493.0,3228.0,7038.0,1351.0,355.0,629.0,716.0,2167.0,12447.0,5790.0,3766.0,3011.0,8.0,1.0,A,12.0,568.0,439.0,0.0,0.0,237.0,39.0,0.0,0.0,0.0,31.0,362.0,185.0,83.0,69.0,0.0,0.0,F,1969.0,1982.0,225.0,Detroit,72.0,33.0,20.0,13.0,80.0,A,1969.0,1969.0,1.0,39.0,23.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,4.0,19.0,10.0,4.0,0.0,0.0
1499,HAYWOSP01,Spencer,Haywood,N,760.0,25600.0,14592.0,1493.0,3228.0,7038.0,1351.0,355.0,629.0,716.0,2167.0,12447.0,5790.0,3766.0,3011.0,8.0,1.0,A,12.0,568.0,439.0,0.0,0.0,237.0,39.0,0.0,0.0,0.0,31.0,362.0,185.0,83.0,69.0,0.0,0.0,F,1969.0,1982.0,225.0,Detroit,72.0,33.0,20.0,13.0,80.0,N,1971.0,1974.0,4.0,97.0,48.0,0.0,0.0,31.0,6.0,0.0,0.0,0.0,0.0,46.0,20.0,9.0,0.0,0.0
1500,HAYWOSP01,Spencer,Haywood,N,760.0,25600.0,14592.0,1493.0,3228.0,7038.0,1351.0,355.0,629.0,716.0,2167.0,12447.0,5790.0,3766.0,3011.0,8.0,1.0,N,33.0,890.0,441.0,35.0,30.0,188.0,41.0,6.0,25.0,35.0,98.0,384.0,172.0,123.0,97.0,1.0,0.0,F,1969.0,1982.0,225.0,Detroit,72.0,33.0,20.0,13.0,80.0,A,1969.0,1969.0,1.0,39.0,23.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,4.0,19.0,10.0,4.0,0.0,0.0
1501,HAYWOSP01,Spencer,Haywood,N,760.0,25600.0,14592.0,1493.0,3228.0,7038.0,1351.0,355.0,629.0,716.0,2167.0,12447.0,5790.0,3766.0,3011.0,8.0,1.0,N,33.0,890.0,441.0,35.0,30.0,188.0,41.0,6.0,25.0,35.0,98.0,384.0,172.0,123.0,97.0,1.0,0.0,F,1969.0,1982.0,225.0,Detroit,72.0,33.0,20.0,13.0,80.0,N,1971.0,1974.0,4.0,97.0,48.0,0.0,0.0,31.0,6.0,0.0,0.0,0.0,0.0,46.0,20.0,9.0,0.0,0.0
1502,HAZENJO01,John,Hazen,N,6.0,0.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,17.0,6.0,7.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,G,1948.0,1948.0,172.0,Indiana State,94.0,21.0,21.0,0.0,74.0,,,,,,,,,,,,,,,,,,,
1503,HAZZAWA01,Walt,Hazzard,N,724.0,19202.0,9087.0,0.0,57.0,2146.0,3555.0,26.0,6.0,0.0,2027.0,8162.0,3597.0,2502.0,1893.0,0.0,0.0,,,,,,,,,,,,,,,,,,,G,1964.0,1973.0,185.0,UCLA,79.0,31.0,22.0,9.0,74.0,N,1967.0,1967.0,1.0,20.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,12.0,4.0,1.0,0.0,0.0
1504,HEALSH01,Shane,Heal,N,49.0,308.0,97.0,3.0,19.0,22.0,38.0,4.0,3.0,22.0,22.0,121.0,33.0,10.0,7.0,83.0,24.0,N,2.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,G,1996.0,2003.0,180.0,none,50.0,32.0,25.0,7.0,72.0,,,,,,,,,,,,,,,,,,,
1505,HEANEBR01,Brian,Heaney,N,14.0,70.0,28.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,17.0,24.0,13.0,4.0,2.0,0.0,0.0,N,6.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,G,1969.0,1969.0,180.0,Acadia,75.0,23.0,23.0,0.0,74.0,,,,,,,,,,,,,,,,,,,
1506,HEARDGA01,Garfield,Heard,N,787.0,19571.0,6828.0,1324.0,3329.0,5876.0,1220.0,784.0,780.0,349.0,2134.0,6877.0,2846.0,1736.0,1136.0,9.0,0.0,N,59.0,1825.0,602.0,32.0,19.0,537.0,96.0,23.0,41.0,8.0,174.0,589.0,247.0,166.0,108.0,0.0,0.0,F,1970.0,1980.0,219.0,Oklahoma,73.0,32.0,22.0,10.0,78.0,,,,,,,,,,,,,,,,,,,
1507,HEDDEHE01,Herm,Hedderick,N,5.0,23.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,3.0,9.0,2.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,G,1954.0,1954.0,170.0,Canisius,91.0,24.0,24.0,0.0,77.0,,,,,,,,,,,,,,,,,,,
1508,HEGGSAL01,Alvin,Heggs,N,4.0,14.0,8.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,F,1995.0,1995.0,225.0,Texas,53.0,27.0,27.0,0.0,80.0,,,,,,,,,,,,,,,,,,,
1509,HEINSTO01,Tom,Heinsohn,N,654.0,19254.0,12194.0,0.0,0.0,5749.0,1318.0,0.0,0.0,0.0,2454.0,11787.0,4773.0,3353.0,2648.0,0.0,0.0,N,104.0,3223.0,2055.0,0.0,0.0,954.0,215.0,0.0,0.0,0.0,417.0,2025.0,818.0,568.0,419.0,0.0,0.0,F,1956.0,1964.0,218.0,Holy Cross,87.0,30.0,22.0,8.0,79.0,N,1956.0,1964.0,6.0,196.0,51.0,0.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,67.0,22.0,8.0,0.0,0.0
1510,HEMRIDI01,Dick,Hemric,N,138.0,2384.0,863.0,0.0,0.0,703.0,102.0,0.0,0.0,0.0,240.0,717.0,270.0,483.0,323.0,0.0,0.0,N,5.0,73.0,21.0,0.0,0.0,31.0,2.0,0.0,0.0,0.0,8.0,31.0,6.0,16.0,9.0,0.0,0.0,F,1955.0,1956.0,220.0,Wake Forest,88.0,23.0,22.0,1.0,78.0,,,,,,,,,,,,,,,,,,,
1511,HENDEAL01,Alan,Henderson,N,563.0,12830.0,4848.0,1286.0,1719.0,3005.0,377.0,344.0,273.0,683.0,1316.0,4057.0,1886.0,1682.0,1071.0,26.0,5.0,N,34.0,503.0,180.0,50.0,49.0,99.0,11.0,7.0,10.0,24.0,75.0,126.0,70.0,56.0,40.0,1.0,0.0,F,1995.0,2004.0,235.0,Indiana,48.0,31.0,22.0,9.0,81.0,,,,,,,,,,,,,,,,,,,
1512,HENDECE01,Cedric,Henderson,N,8.0,16.0,11.0,3.0,5.0,8.0,0.0,0.0,0.0,4.0,2.0,8.0,4.0,3.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,F,1986.0,1986.0,210.0,Georgia,56.0,21.0,21.0,0.0,80.0,,,,,,,,,,,,,,,,,,,
1513,HENDECE02,Cedric,Henderson,N,260.0,6182.0,1885.0,169.0,586.0,755.0,419.0,228.0,111.0,401.0,578.0,1797.0,783.0,438.0,313.0,43.0,6.0,N,4.0,157.0,30.0,13.0,4.0,17.0,11.0,6.0,0.0,13.0,14.0,28.0,11.0,13.0,8.0,1.0,0.0,F,1997.0,2001.0,215.0,Memphis,46.0,26.0,22.0,4.0,79.0,,,,,,,,,,,,,,,,,,,
1514,HENDEDA01,Dave,Henderson,N,22.0,351.0,126.0,11.0,24.0,35.0,34.0,12.0,5.0,40.0,41.0,116.0,47.0,47.0,32.0,1.0,0.0,,,,,,,,,,,,,,,,,,,G,1987.0,1987.0,195.0,Duke,57.0,23.0,23.0,0.0,77.0,,,,,,,,,,,,,,,,,,,
1515,HENDEGE01,Gerald,Henderson,N,871.0,18856.0,7773.0,526.0,927.0,1453.0,3141.0,939.0,99.0,1561.0,1918.0,6526.0,3079.0,1820.0,1412.0,611.0,203.0,N,18.0,59.0,10.0,1.0,3.0,4.0,10.0,3.0,0.0,1.0,7.0,21.0,5.0,0.0,0.0,6.0,0.0,G,1979.0,1991.0,175.0,Virginia Commonwealth,65.0,35.0,23.0,12.0,74.0,,,,,,,,,,,,,,,,,,,
1516,HENDEJE01,Jerome,Henderson,N,7.0,39.0,16.0,2.0,6.0,8.0,0.0,1.0,1.0,6.0,13.0,16.0,6.0,4.0,4.0,0.0,0.0,N,71.0,1512.0,621.0,73.0,60.0,133.0,219.0,75.0,7.0,104.0,176.0,563.0,254.0,155.0,108.0,26.0,5.0,F,1985.0,1986.0,230.0,New Mexico,62.0,27.0,26.0,1.0,83.0,,,,,,,,,,,,,,,,,,,
1517,HENDEJR01,J.r.,Henderson,N,30.0,331.0,97.0,20.0,27.0,47.0,22.0,9.0,4.0,18.0,29.0,96.0,35.0,45.0,25.0,5.0,2.0,,,,,,,,,,,,,,,,,,,F,1998.0,1998.0,226.0,UCLA,45.0,22.0,22.0,0.0,80.0,,,,,,,,,,,,,,,,,,,
1518,HENDEKE01,Kevin,Henderson,N,22.0,235.0,65.0,10.0,14.0,24.0,34.0,9.0,0.0,21.0,35.0,61.0,24.0,28.0,17.0,1.0,0.0,,,,,,,,,,,,,,,,,,,G,1986.0,1987.0,195.0,Cal. State-Fullerton,57.0,23.0,22.0,1.0,76.0,,,,,,,,,,,,,,,,,,,
1519,HENDETO01,Tom,Henderson,N,650.0,17690.0,6088.0,384.0,1110.0,1494.0,3136.0,760.0,76.0,693.0,1141.0,5601.0,2426.0,1673.0,1236.0,9.0,0.0,N,80.0,2364.0,701.0,55.0,24.0,181.0,431.0,68.0,16.0,49.0,168.0,650.0,270.0,214.0,161.0,2.0,0.0,G,1974.0,1982.0,190.0,Hawaii,69.0,30.0,22.0,8.0,75.0,,,,,,,,,,,,,,,,,,,
1520,HENDRMA01,Mark,Hendrickson,N,114.0,1508.0,381.0,98.0,218.0,316.0,63.0,50.0,15.0,63.0,139.0,322.0,134.0,137.0,110.0,18.0,3.0,,,,,,,,,,,,,,,,,,,F,1996.0,1999.0,220.0,Washington State,47.0,25.0,22.0,3.0,81.0,,,,,,,,,,,,,,,,,,,
1521,HENNELA01,Larry,Hennessy,N,74.0,817.0,331.0,0.0,0.0,94.0,73.0,0.0,0.0,0.0,65.0,422.0,141.0,64.0,49.0,0.0,0.0,N,3.0,11.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,G,1955.0,1956.0,185.0,Villanova,92.0,27.0,26.0,1.0,75.0,,,,,,,,,,,,,,,,,,,
1522,HENRIDO01,Don,Henriksen,N,138.0,3927.0,989.0,0.0,0.0,990.0,240.0,0.0,0.0,0.0,432.0,881.0,338.0,476.0,313.0,0.0,0.0,N,5.0,164.0,38.0,0.0,0.0,40.0,11.0,0.0,0.0,0.0,16.0,27.0,13.0,19.0,12.0,0.0,0.0,F,1952.0,1954.0,225.0,California,92.0,25.0,23.0,2.0,79.0,,,,,,,,,,,,,,,,,,,
1523,HENRYAL01,Al,Henry,N,49.0,447.0,194.0,0.0,0.0,148.0,8.0,0.0,0.0,0.0,43.0,162.0,69.0,80.0,56.0,0.0,0.0,,,,,,,,,,,,,,,,,,,C,1970.0,1971.0,190.0,Wisconsin,72.0,22.0,21.0,1.0,81.0,,,,,,,,,,,,,,,,,,,
1524,HENRYBI01,Bill,Henry,N,95.0,0.0,613.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,232.0,578.0,185.0,379.0,243.0,0.0,0.0,N,3.0,0.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,14.0,17.0,2.0,9.0,5.0,0.0,0.0,C,1948.0,1949.0,215.0,Rice,96.0,24.0,23.0,1.0,81.0,,,,,,,,,,,,,,,,,,,
1525,HENRYCA01,Carl,Henry,N,28.0,149.0,78.0,8.0,11.0,19.0,4.0,5.0,0.0,9.0,11.0,67.0,31.0,17.0,12.0,10.0,4.0,N,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,G,1985.0,1985.0,205.0,Kansas,61.0,25.0,25.0,0.0,78.0,,,,,,,,,,,,,,,,,,,
1526,HENRYCO01,Conner,Henry,N,93.0,756.0,305.0,20.0,63.0,83.0,102.0,21.0,6.0,65.0,71.0,286.0,108.0,74.0,56.0,87.0,33.0,N,11.0,35.0,22.0,3.0,3.0,6.0,0.0,0.0,0.0,4.0,3.0,16.0,8.0,10.0,5.0,5.0,1.0,G,1986.0,1987.0,195.0,Cal. State-Santa Barbara,58.0,24.0,23.0,1.0,79.0,,,,,,,,,,,,,,,,,,,
